,SKU,ITEM,FAMILY,CATEGORY,STORE,DAY,QTY
5319760,12888,692,2,0,4,175,18
5320057,13185,989,2,0,4,175,10
5320266,13394,1198,2,0,4,175,63
5322809,15937,692,2,0,5,175,19
5323106,16234,989,2,0,5,175,49
5323315,16443,1198,2,0,5,175,93
5325858,18986,692,2,0,6,175,16
5326155,19283,989,2,0,6,175,39
5326364,19492,1198,2,0,6,175,107
5328907,22035,692,2,0,7,175,11
5329204,22332,989,2,0,7,175,8
5329413,22541,1198,2,0,7,175,12
5331956,25084,692,2,0,8,175,11
5332253,25381,989,2,0,8,175,4
5332462,25590,1198,2,0,8,175,15
5335005,28133,692,2,0,9,175,23
5335302,28430,989,2,0,9,175,21
5335511,28639,1198,2,0,9,175,80
5338054,692,692,2,0,0,176,35
5338351,989,989,2,0,0,176,12
5338560,1198,1198,2,0,0,176,51
5341103,3741,692,2,0,1,176,33
5341400,4038,989,2,0,1,176,13
5341609,4247,1198,2,0,1,176,31
5344152,6790,692,2,0,2,176,32
5344449,7087,989,2,0,2,176,13
5344658,7296,1198,2,0,2,176,73
5347201,9839,692,2,0,3,176,4
5347498,10136,989,2,0,3,176,5
5347707,10345,1198,2,0,3,176,19
5350250,12888,692,2,0,4,176,16
5350547,13185,989,2,0,4,176,12
5350756,13394,1198,2,0,4,176,99
5353299,15937,692,2,0,5,176,18
5353596,16234,989,2,0,5,176,75
5353805,16443,1198,2,0,5,176,128
5356348,18986,692,2,0,6,176,24
5356645,19283,989,2,0,6,176,36
5356854,19492,1198,2,0,6,176,97
5359397,22035,692,2,0,7,176,16
5359694,22332,989,2,0,7,176,4
5359903,22541,1198,2,0,7,176,17
5362446,25084,692,2,0,8,176,4
5362743,25381,989,2,0,8,176,4
5362952,25590,1198,2,0,8,176,24
5365495,28133,692,2,0,9,176,25
5365792,28430,989,2,0,9,176,17
5366001,28639,1198,2,0,9,176,89
5368544,692,692,2,0,0,177,26
5368841,989,989,2,0,0,177,11
5369050,1198,1198,2,0,0,177,77
5371593,3741,692,2,0,1,177,18
5371890,4038,989,2,0,1,177,11
5372099,4247,1198,2,0,1,177,42
5374642,6790,692,2,0,2,177,24
5374939,7087,989,2,0,2,177,13
5375148,7296,1198,2,0,2,177,81
5377691,9839,692,2,0,3,177,6
5377988,10136,989,2,0,3,177,3
5378197,10345,1198,2,0,3,177,11
5380740,12888,692,2,0,4,177,6
5381037,13185,989,2,0,4,177,13
5381246,13394,1198,2,0,4,177,85
5383789,15937,692,2,0,5,177,20
5384086,16234,989,2,0,5,177,63
5384295,16443,1198,2,0,5,177,129
5386838,18986,692,2,0,6,177,26
5387135,19283,989,2,0,6,177,25
5387344,19492,1198,2,0,6,177,102
5389887,22035,692,2,0,7,177,12
5390184,22332,989,2,0,7,177,13
5390393,22541,1198,2,0,7,177,15
5392936,25084,692,2,0,8,177,9
5393233,25381,989,2,0,8,177,2
5393442,25590,1198,2,0,8,177,10
5395985,28133,692,2,0,9,177,19
5396282,28430,989,2,0,9,177,16
5396491,28639,1198,2,0,9,177,79
5399034,692,692,2,0,0,178,16
5399331,989,989,2,0,0,178,9
5399540,1198,1198,2,0,0,178,43
5402083,3741,692,2,0,1,178,18
5402380,4038,989,2,0,1,178,6
5402589,4247,1198,2,0,1,178,35
5405132,6790,692,2,0,2,178,19
5405429,7087,989,2,0,2,178,11
5405638,7296,1198,2,0,2,178,56
5408181,9839,692,2,0,3,178,8
5408478,10136,989,2,0,3,178,5
5408687,10345,1198,2,0,3,178,20
5411230,12888,692,2,0,4,178,11
5411527,13185,989,2,0,4,178,8
5411736,13394,1198,2,0,4,178,101
5414279,15937,692,2,0,5,178,17
5414576,16234,989,2,0,5,178,48
5414785,16443,1198,2,0,5,178,84
5417328,18986,692,2,0,6,178,16
5417625,19283,989,2,0,6,178,37
5417834,19492,1198,2,0,6,178,85
5420377,22035,692,2,0,7,178,12
5420674,22332,989,2,0,7,178,4
5420883,22541,1198,2,0,7,178,13
5423426,25084,692,2,0,8,178,10
5423723,25381,989,2,0,8,178,4
5423932,25590,1198,2,0,8,178,15
5426475,28133,692,2,0,9,178,14
5426772,28430,989,2,0,9,178,16
5426981,28639,1198,2,0,9,178,55
5429524,692,692,2,0,0,179,19
5429821,989,989,2,0,0,179,12
5430030,1198,1198,2,0,0,179,34
5432573,3741,692,2,0,1,179,14
5432870,4038,989,2,0,1,179,8
5433079,4247,1198,2,0,1,179,20
5435622,6790,692,2,0,2,179,13
5435919,7087,989,2,0,2,179,13
5436128,7296,1198,2,0,2,179,59
5438671,9839,692,2,0,3,179,10
5438968,10136,989,2,0,3,179,4
5439177,10345,1198,2,0,3,179,18
5441720,12888,692,2,0,4,179,5
5442017,13185,989,2,0,4,179,12
5442226,13394,1198,2,0,4,179,59
5444769,15937,692,2,0,5,179,22
5445066,16234,989,2,0,5,179,34
5445275,16443,1198,2,0,5,179,81
5447818,18986,692,2,0,6,179,24
5448115,19283,989,2,0,6,179,32
5448324,19492,1198,2,0,6,179,87
5450867,22035,692,2,0,7,179,8
5451164,22332,989,2,0,7,179,6
5451373,22541,1198,2,0,7,179,8
5453916,25084,692,2,0,8,179,3
5454213,25381,989,2,0,8,179,2
5454422,25590,1198,2,0,8,179,16
5456965,28133,692,2,0,9,179,18
5457262,28430,989,2,0,9,179,13
5457471,28639,1198,2,0,9,179,55
5460014,692,692,2,0,0,180,22
5460311,989,989,2,0,0,180,10
5460520,1198,1198,2,0,0,180,40
5463063,3741,692,2,0,1,180,10
5463360,4038,989,2,0,1,180,2
5463569,4247,1198,2,0,1,180,21
5466112,6790,692,2,0,2,180,20
5466409,7087,989,2,0,2,180,13
5466618,7296,1198,2,0,2,180,57
5469161,9839,692,2,0,3,180,2
5469458,10136,989,2,0,3,180,1
5469667,10345,1198,2,0,3,180,8
5472210,12888,692,2,0,4,180,14
5472507,13185,989,2,0,4,180,11
5472716,13394,1198,2,0,4,180,68
5475259,15937,692,2,0,5,180,13
5475556,16234,989,2,0,5,180,35
5475765,16443,1198,2,0,5,180,84
5478308,18986,692,2,0,6,180,11
5478605,19283,989,2,0,6,180,25
5478814,19492,1198,2,0,6,180,63
5481357,22035,692,2,0,7,180,7
5481654,22332,989,2,0,7,180,6
5481863,22541,1198,2,0,7,180,12
5484406,25084,692,2,0,8,180,7
5484703,25381,989,2,0,8,180,3
5484912,25590,1198,2,0,8,180,8
5487455,28133,692,2,0,9,180,15
5487752,28430,989,2,0,9,180,14
5487961,28639,1198,2,0,9,180,38
5490504,692,692,2,0,0,181,25
5490801,989,989,2,0,0,181,11
5491010,1198,1198,2,0,0,181,39
5493553,3741,692,2,0,1,181,13
5493850,4038,989,2,0,1,181,10
5494059,4247,1198,2,0,1,181,27
5496602,6790,692,2,0,2,181,8
5496899,7087,989,2,0,2,181,14
5497108,7296,1198,2,0,2,181,60
5499651,9839,692,2,0,3,181,12
5499948,10136,989,2,0,3,181,5
5500157,10345,1198,2,0,3,181,8
5502700,12888,692,2,0,4,181,13
5502997,13185,989,2,0,4,181,9
5503206,13394,1198,2,0,4,181,53
5505749,15937,692,2,0,5,181,20
5506046,16234,989,2,0,5,181,34
5506255,16443,1198,2,0,5,181,56
5508798,18986,692,2,0,6,181,17
5509095,19283,989,2,0,6,181,36
5509304,19492,1198,2,0,6,181,81
5511847,22035,692,2,0,7,181,11
5512144,22332,989,2,0,7,181,4
5512353,22541,1198,2,0,7,181,12
5514896,25084,692,2,0,8,181,10
5515193,25381,989,2,0,8,181,2
5515402,25590,1198,2,0,8,181,12
5517945,28133,692,2,0,9,181,15
5518242,28430,989,2,0,9,181,15
5518451,28639,1198,2,0,9,181,50
5520994,692,692,2,0,0,182,28
5521291,989,989,2,0,0,182,15
5521500,1198,1198,2,0,0,182,40
5524043,3741,692,2,0,1,182,24
5524340,4038,989,2,0,1,182,8
5524549,4247,1198,2,0,1,182,27
5527092,6790,692,2,0,2,182,26
5527389,7087,989,2,0,2,182,12
5527598,7296,1198,2,0,2,182,52
5530141,9839,692,2,0,3,182,4
5530438,10136,989,2,0,3,182,3
5530647,10345,1198,2,0,3,182,8
5533190,12888,692,2,0,4,182,11
5533487,13185,989,2,0,4,182,8
5533696,13394,1198,2,0,4,182,72
5536239,15937,692,2,0,5,182,23
5536536,16234,989,2,0,5,182,33
5536745,16443,1198,2,0,5,182,108
5539288,18986,692,2,0,6,182,12
5539585,19283,989,2,0,6,182,40
5539794,19492,1198,2,0,6,182,74
5542337,22035,692,2,0,7,182,11
5542634,22332,989,2,0,7,182,3
5542843,22541,1198,2,0,7,182,17
5545386,25084,692,2,0,8,182,12
5545683,25381,989,2,0,8,182,2
5545892,25590,1198,2,0,8,182,9
5548435,28133,692,2,0,9,182,23
5548732,28430,989,2,0,9,182,18
5548941,28639,1198,2,0,9,182,71
5551484,692,692,2,0,0,183,40
5551781,989,989,2,0,0,183,14
5551990,1198,1198,2,0,0,183,56
5554533,3741,692,2,0,1,183,16
5554830,4038,989,2,0,1,183,11
5555039,4247,1198,2,0,1,183,31
5557582,6790,692,2,0,2,183,20
5557879,7087,989,2,0,2,183,16
5558088,7296,1198,2,0,2,183,86
5560631,9839,692,2,0,3,183,8
5560928,10136,989,2,0,3,183,8
5561137,10345,1198,2,0,3,183,15
5563680,12888,692,2,0,4,183,13
5563977,13185,989,2,0,4,183,11
5564186,13394,1198,2,0,4,183,100
5566729,15937,692,2,0,5,183,28
5567026,16234,989,2,0,5,183,47
5567235,16443,1198,2,0,5,183,143
5569778,18986,692,2,0,6,183,24
5570075,19283,989,2,0,6,183,43
5570284,19492,1198,2,0,6,183,122
5572827,22035,692,2,0,7,183,20
5573124,22332,989,2,0,7,183,4
5573333,22541,1198,2,0,7,183,20
5575876,25084,692,2,0,8,183,11
5576173,25381,989,2,0,8,183,3
5576382,25590,1198,2,0,8,183,18
5578925,28133,692,2,0,9,183,30
5579222,28430,989,2,0,9,183,18
5579431,28639,1198,2,0,9,183,90
5581974,692,692,2,0,0,184,33
5582271,989,989,2,0,0,184,17
5582480,1198,1198,2,0,0,184,69
5585023,3741,692,2,0,1,184,22
5585320,4038,989,2,0,1,184,5
5585529,4247,1198,2,0,1,184,42
5588072,6790,692,2,0,2,184,19
5588369,7087,989,2,0,2,184,3
5588578,7296,1198,2,0,2,184,67
5591121,9839,692,2,0,3,184,9
5591418,10136,989,2,0,3,184,4
5591627,10345,1198,2,0,3,184,17
5594170,12888,692,2,0,4,184,14
5594467,13185,989,2,0,4,184,14
5594676,13394,1198,2,0,4,184,92
5597219,15937,692,2,0,5,184,30
5597516,16234,989,2,0,5,184,34
5597725,16443,1198,2,0,5,184,130
5600268,18986,692,2,0,6,184,25
5600565,19283,989,2,0,6,184,33
5600774,19492,1198,2,0,6,184,136
5603317,22035,692,2,0,7,184,17
5603614,22332,989,2,0,7,184,1
5603823,22541,1198,2,0,7,184,17
5606366,25084,692,2,0,8,184,12
5606663,25381,989,2,0,8,184,3
5606872,25590,1198,2,0,8,184,34
5609415,28133,692,2,0,9,184,17
5609712,28430,989,2,0,9,184,17
5609921,28639,1198,2,0,9,184,77
5612464,692,692,2,0,0,185,32
5612761,989,989,2,0,0,185,13
5612970,1198,1198,2,0,0,185,65
5615513,3741,692,2,0,1,185,18
5615810,4038,989,2,0,1,185,1
5616019,4247,1198,2,0,1,185,30
5618562,6790,692,2,0,2,185,22
5618859,7087,989,2,0,2,185,7
5619068,7296,1198,2,0,2,185,74
5621611,9839,692,2,0,3,185,10
5621908,10136,989,2,0,3,185,6
5622117,10345,1198,2,0,3,185,15
5624660,12888,692,2,0,4,185,10
5624957,13185,989,2,0,4,185,14
5625166,13394,1198,2,0,4,185,86
5627709,15937,692,2,0,5,185,17
5628006,16234,989,2,0,5,185,37
5628215,16443,1198,2,0,5,185,112
5630758,18986,692,2,0,6,185,31
5631055,19283,989,2,0,6,185,41
5631264,19492,1198,2,0,6,185,108
5633807,22035,692,2,0,7,185,20
5634104,22332,989,2,0,7,185,6
5634313,22541,1198,2,0,7,185,20
5636856,25084,692,2,0,8,185,9
5637153,25381,989,2,0,8,185,7
5637362,25590,1198,2,0,8,185,14
5639905,28133,692,2,0,9,185,25
5640202,28430,989,2,0,9,185,25
5640411,28639,1198,2,0,9,185,67
5642954,692,692,2,0,0,186,20
5643251,989,989,2,0,0,186,11
5643460,1198,1198,2,0,0,186,44
5646003,3741,692,2,0,1,186,16
5646300,4038,989,2,0,1,186,9
5646509,4247,1198,2,0,1,186,23
5649052,6790,692,2,0,2,186,23
5649349,7087,989,2,0,2,186,15
5649558,7296,1198,2,0,2,186,61
5652101,9839,692,2,0,3,186,4
5652398,10136,989,2,0,3,186,8
5652607,10345,1198,2,0,3,186,21
5655150,12888,692,2,0,4,186,12
5655447,13185,989,2,0,4,186,16
5655656,13394,1198,2,0,4,186,71
5658199,15937,692,2,0,5,186,18
5658496,16234,989,2,0,5,186,26
5658705,16443,1198,2,0,5,186,97
5661248,18986,692,2,0,6,186,23
5661545,19283,989,2,0,6,186,46
5661754,19492,1198,2,0,6,186,89
5664297,22035,692,2,0,7,186,16
5664594,22332,989,2,0,7,186,5
5664803,22541,1198,2,0,7,186,16
5667346,25084,692,2,0,8,186,6
5667643,25381,989,2,0,8,186,2
5667852,25590,1198,2,0,8,186,13
5670395,28133,692,2,0,9,186,20
5670692,28430,989,2,0,9,186,23
5670901,28639,1198,2,0,9,186,67
5673444,692,692,2,0,0,187,25
5673741,989,989,2,0,0,187,13
5673950,1198,1198,2,0,0,187,42
5676493,3741,692,2,0,1,187,17
5676790,4038,989,2,0,1,187,2
5676999,4247,1198,2,0,1,187,34
5679542,6790,692,2,0,2,187,27
5679839,7087,989,2,0,2,187,20
5680048,7296,1198,2,0,2,187,74
5682591,9839,692,2,0,3,187,5
5682888,10136,989,2,0,3,187,6
5683097,10345,1198,2,0,3,187,16
5685640,12888,692,2,0,4,187,11
5685937,13185,989,2,0,4,187,16
5686146,13394,1198,2,0,4,187,82
5688689,15937,692,2,0,5,187,16
5688986,16234,989,2,0,5,187,36
5689195,16443,1198,2,0,5,187,102
5691738,18986,692,2,0,6,187,27
5692035,19283,989,2,0,6,187,35
5692244,19492,1198,2,0,6,187,114
5694787,22035,692,2,0,7,187,8
5695084,22332,989,2,0,7,187,5
5695293,22541,1198,2,0,7,187,15
5697836,25084,692,2,0,8,187,13
5698133,25381,989,2,0,8,187,3
5698342,25590,1198,2,0,8,187,16
5700885,28133,692,2,0,9,187,23
5701182,28430,989,2,0,9,187,29
5701391,28639,1198,2,0,9,187,70
5703934,692,692,2,0,0,188,28
5704231,989,989,2,0,0,188,17
5704440,1198,1198,2,0,0,188,34
5706983,3741,692,2,0,1,188,12
5707280,4038,989,2,0,1,188,6
5707489,4247,1198,2,0,1,188,35
5710032,6790,692,2,0,2,188,26
5710329,7087,989,2,0,2,188,14
5710538,7296,1198,2,0,2,188,64
5713081,9839,692,2,0,3,188,4
5713378,10136,989,2,0,3,188,5
5713587,10345,1198,2,0,3,188,11
5716130,12888,692,2,0,4,188,16
5716427,13185,989,2,0,4,188,14
5716636,13394,1198,2,0,4,188,79
5719179,15937,692,2,0,5,188,22
5719476,16234,989,2,0,5,188,41
5719685,16443,1198,2,0,5,188,110
5722228,18986,692,2,0,6,188,23
5722525,19283,989,2,0,6,188,40
5722734,19492,1198,2,0,6,188,109
5725277,22035,692,2,0,7,188,10
5725574,22332,989,2,0,7,188,6
5725783,22541,1198,2,0,7,188,16
5728326,25084,692,2,0,8,188,9
5728623,25381,989,2,0,8,188,0
5728832,25590,1198,2,0,8,188,27
5731375,28133,692,2,0,9,188,24
5731672,28430,989,2,0,9,188,10
5731881,28639,1198,2,0,9,188,65
5734424,692,692,2,0,0,189,27
5734721,989,989,2,0,0,189,25
5734930,1198,1198,2,0,0,189,58
5737473,3741,692,2,0,1,189,19
5737770,4038,989,2,0,1,189,6
5737979,4247,1198,2,0,1,189,38
5740522,6790,692,2,0,2,189,25
5740819,7087,989,2,0,2,189,11
5741028,7296,1198,2,0,2,189,68
5743571,9839,692,2,0,3,189,5
5743868,10136,989,2,0,3,189,7
5744077,10345,1198,2,0,3,189,10
5746620,12888,692,2,0,4,189,8
5746917,13185,989,2,0,4,189,22
5747126,13394,1198,2,0,4,189,105
5749669,15937,692,2,0,5,189,30
5749966,16234,989,2,0,5,189,43
5750175,16443,1198,2,0,5,189,144
5752718,18986,692,2,0,6,189,21
5753015,19283,989,2,0,6,189,43
5753224,19492,1198,2,0,6,189,122
5755767,22035,692,2,0,7,189,14
5756064,22332,989,2,0,7,189,6
5756273,22541,1198,2,0,7,189,10
5758816,25084,692,2,0,8,189,1
5759113,25381,989,2,0,8,189,5
5759322,25590,1198,2,0,8,189,19
5761865,28133,692,2,0,9,189,27
5762162,28430,989,2,0,9,189,10
5762371,28639,1198,2,0,9,189,92
5764914,692,692,2,0,0,190,31
5765211,989,989,2,0,0,190,25
5765420,1198,1198,2,0,0,190,66
5767963,3741,692,2,0,1,190,22
5768260,4038,989,2,0,1,190,6
5768469,4247,1198,2,0,1,190,30
5771012,6790,692,2,0,2,190,31
5771309,7087,989,2,0,2,190,20
5771518,7296,1198,2,0,2,190,91
5774061,9839,692,2,0,3,190,15
5774358,10136,989,2,0,3,190,7
5774567,10345,1198,2,0,3,190,24
5777110,12888,692,2,0,4,190,16
5777407,13185,989,2,0,4,190,18
5777616,13394,1198,2,0,4,190,107
5780159,15937,692,2,0,5,190,46
5780456,16234,989,2,0,5,190,38
5780665,16443,1198,2,0,5,190,147
5783208,18986,692,2,0,6,190,18
5783505,19283,989,2,0,6,190,39
5783714,19492,1198,2,0,6,190,150
5786257,22035,692,2,0,7,190,14
5786554,22332,989,2,0,7,190,5
5786763,22541,1198,2,0,7,190,28
5789306,25084,692,2,0,8,190,5
5789603,25381,989,2,0,8,190,2
5789812,25590,1198,2,0,8,190,22
5792355,28133,692,2,0,9,190,38
5792652,28430,989,2,0,9,190,14
5792861,28639,1198,2,0,9,190,94
5795404,692,692,2,0,0,191,30
5795701,989,989,2,0,0,191,14
5795910,1198,1198,2,0,0,191,79
5798453,3741,692,2,0,1,191,12
5798750,4038,989,2,0,1,191,6
5798959,4247,1198,2,0,1,191,49
5801502,6790,692,2,0,2,191,22
5801799,7087,989,2,0,2,191,11
5802008,7296,1198,2,0,2,191,108
5804551,9839,692,2,0,3,191,10
5804848,10136,989,2,0,3,191,5
5805057,10345,1198,2,0,3,191,15
5807600,12888,692,2,0,4,191,18
5807897,13185,989,2,0,4,191,20
5808106,13394,1198,2,0,4,191,136
5810649,15937,692,2,0,5,191,33
5810946,16234,989,2,0,5,191,42
5811155,16443,1198,2,0,5,191,171
5813698,18986,692,2,0,6,191,26
5813995,19283,989,2,0,6,191,38
5814204,19492,1198,2,0,6,191,149
5816747,22035,692,2,0,7,191,12
5817044,22332,989,2,0,7,191,6
5817253,22541,1198,2,0,7,191,12
5819796,25084,692,2,0,8,191,11
5820093,25381,989,2,0,8,191,0
5820302,25590,1198,2,0,8,191,15
5822845,28133,692,2,0,9,191,14
5823142,28430,989,2,0,9,191,18
5823351,28639,1198,2,0,9,191,83
5825894,692,692,2,0,0,192,25
5826191,989,989,2,0,0,192,12
5826400,1198,1198,2,0,0,192,54
5828943,3741,692,2,0,1,192,11
5829240,4038,989,2,0,1,192,4
5829449,4247,1198,2,0,1,192,28
5831992,6790,692,2,0,2,192,19
5832289,7087,989,2,0,2,192,2
5832498,7296,1198,2,0,2,192,98
5835041,9839,692,2,0,3,192,5
5835338,10136,989,2,0,3,192,7
5835547,10345,1198,2,0,3,192,11
5838090,12888,692,2,0,4,192,18
5838387,13185,989,2,0,4,192,16
5838596,13394,1198,2,0,4,192,82
5841139,15937,692,2,0,5,192,24
5841436,16234,989,2,0,5,192,24
5841645,16443,1198,2,0,5,192,94
5844188,18986,692,2,0,6,192,19
5844485,19283,989,2,0,6,192,38
5844694,19492,1198,2,0,6,192,110
5847237,22035,692,2,0,7,192,7
5847534,22332,989,2,0,7,192,6
5847743,22541,1198,2,0,7,192,13
5850286,25084,692,2,0,8,192,13
5850583,25381,989,2,0,8,192,2
5850792,25590,1198,2,0,8,192,17
5853335,28133,692,2,0,9,192,20
5853632,28430,989,2,0,9,192,18
5853841,28639,1198,2,0,9,192,66
5856384,692,692,2,0,0,193,27
5856681,989,989,2,0,0,193,19
5856890,1198,1198,2,0,0,193,52
5859433,3741,692,2,0,1,193,14
5859730,4038,989,2,0,1,193,7
5859939,4247,1198,2,0,1,193,29
5862482,6790,692,2,0,2,193,32
5862779,7087,989,2,0,2,193,16
5862988,7296,1198,2,0,2,193,92
5865531,9839,692,2,0,3,193,10
5865828,10136,989,2,0,3,193,4
5866037,10345,1198,2,0,3,193,16
5868580,12888,692,2,0,4,193,16
5868877,13185,989,2,0,4,193,21
5869086,13394,1198,2,0,4,193,106
5871629,15937,692,2,0,5,193,26
5871926,16234,989,2,0,5,193,16
5872135,16443,1198,2,0,5,193,102
5874678,18986,692,2,0,6,193,26
5874975,19283,989,2,0,6,193,38
5875184,19492,1198,2,0,6,193,104
5877727,22035,692,2,0,7,193,6
5878024,22332,989,2,0,7,193,3
5878233,22541,1198,2,0,7,193,9
5880776,25084,692,2,0,8,193,7
5881073,25381,989,2,0,8,193,2
5881282,25590,1198,2,0,8,193,20
5883825,28133,692,2,0,9,193,16
5884122,28430,989,2,0,9,193,16
5884331,28639,1198,2,0,9,193,77
5886874,692,692,2,0,0,194,21
5887171,989,989,2,0,0,194,13
5887380,1198,1198,2,0,0,194,54
5889923,3741,692,2,0,1,194,16
5890220,4038,989,2,0,1,194,12
5890429,4247,1198,2,0,1,194,39
5892972,6790,692,2,0,2,194,40
5893269,7087,989,2,0,2,194,19
5893478,7296,1198,2,0,2,194,83
5896021,9839,692,2,0,3,194,8
5896318,10136,989,2,0,3,194,4
5896527,10345,1198,2,0,3,194,19
5899070,12888,692,2,0,4,194,22
5899367,13185,989,2,0,4,194,15
5899576,13394,1198,2,0,4,194,87
5902119,15937,692,2,0,5,194,17
5902416,16234,989,2,0,5,194,35
5902625,16443,1198,2,0,5,194,100
5905168,18986,692,2,0,6,194,17
5905465,19283,989,2,0,6,194,31
5905674,19492,1198,2,0,6,194,95
5908217,22035,692,2,0,7,194,9
5908514,22332,989,2,0,7,194,5
5908723,22541,1198,2,0,7,194,19
5911266,25084,692,2,0,8,194,12
5911563,25381,989,2,0,8,194,3
5911772,25590,1198,2,0,8,194,18
5914315,28133,692,2,0,9,194,19
5914612,28430,989,2,0,9,194,21
5914821,28639,1198,2,0,9,194,73
5917364,692,692,2,0,0,195,10
5917661,989,989,2,0,0,195,12
5917870,1198,1198,2,0,0,195,41
5920413,3741,692,2,0,1,195,12
5920710,4038,989,2,0,1,195,1
5920919,4247,1198,2,0,1,195,34
5923462,6790,692,2,0,2,195,23
5923759,7087,989,2,0,2,195,14
5923968,7296,1198,2,0,2,195,64
5926511,9839,692,2,0,3,195,5
5926808,10136,989,2,0,3,195,8
5927017,10345,1198,2,0,3,195,13
5929560,12888,692,2,0,4,195,25
5929857,13185,989,2,0,4,195,16
5930066,13394,1198,2,0,4,195,80
5932609,15937,692,2,0,5,195,23
5932906,16234,989,2,0,5,195,36
5933115,16443,1198,2,0,5,195,102
5935658,18986,692,2,0,6,195,28
5935955,19283,989,2,0,6,195,40
5936164,19492,1198,2,0,6,195,104
5938707,22035,692,2,0,7,195,6
5939004,22332,989,2,0,7,195,3
5939213,22541,1198,2,0,7,195,14
5941756,25084,692,2,0,8,195,14
5942053,25381,989,2,0,8,195,4
5942262,25590,1198,2,0,8,195,21
5944805,28133,692,2,0,9,195,23
5945102,28430,989,2,0,9,195,20
5945311,28639,1198,2,0,9,195,67
5947854,692,692,2,0,0,196,26
5948151,989,989,2,0,0,196,18
5948360,1198,1198,2,0,0,196,54
5950903,3741,692,2,0,1,196,17
5951200,4038,989,2,0,1,196,7
5951409,4247,1198,2,0,1,196,46
5953952,6790,692,2,0,2,196,20
5954249,7087,989,2,0,2,196,16
5954458,7296,1198,2,0,2,196,84
5957001,9839,692,2,0,3,196,6
5957298,10136,989,2,0,3,196,5
5957507,10345,1198,2,0,3,196,21
5960050,12888,692,2,0,4,196,16
5960347,13185,989,2,0,4,196,18
5960556,13394,1198,2,0,4,196,108
5963099,15937,692,2,0,5,196,28
5963396,16234,989,2,0,5,196,62
5963605,16443,1198,2,0,5,196,146
5966148,18986,692,2,0,6,196,28
5966445,19283,989,2,0,6,196,38
5966654,19492,1198,2,0,6,196,140
5969197,22035,692,2,0,7,196,21
5969494,22332,989,2,0,7,196,9
5969703,22541,1198,2,0,7,196,13
5972246,25084,692,2,0,8,196,12
5972543,25381,989,2,0,8,196,1
5972752,25590,1198,2,0,8,196,25
5975295,28133,692,2,0,9,196,26
5975592,28430,989,2,0,9,196,28
5975801,28639,1198,2,0,9,196,93
5978344,692,692,2,0,0,197,29
5978641,989,989,2,0,0,197,17
5978850,1198,1198,2,0,0,197,70
5981393,3741,692,2,0,1,197,25
5981690,4038,989,2,0,1,197,9
5981899,4247,1198,2,0,1,197,46
5984442,6790,692,2,0,2,197,24
5984739,7087,989,2,0,2,197,29
5984948,7296,1198,2,0,2,197,107
5987491,9839,692,2,0,3,197,11
5987788,10136,989,2,0,3,197,6
5987997,10345,1198,2,0,3,197,18
5990540,12888,692,2,0,4,197,19
5990837,13185,989,2,0,4,197,22
5991046,13394,1198,2,0,4,197,125
5993589,15937,692,2,0,5,197,38
5993886,16234,989,2,0,5,197,49
5994095,16443,1198,2,0,5,197,153
5996638,18986,692,2,0,6,197,39
5996935,19283,989,2,0,6,197,46
5997144,19492,1198,2,0,6,197,186
5999687,22035,692,2,0,7,197,13
5999984,22332,989,2,0,7,197,7
6000193,22541,1198,2,0,7,197,8
6002736,25084,692,2,0,8,197,9
6003033,25381,989,2,0,8,197,3
6003242,25590,1198,2,0,8,197,21
6005785,28133,692,2,0,9,197,24
6006082,28430,989,2,0,9,197,16
6006291,28639,1198,2,0,9,197,71
6008834,692,692,2,0,0,198,34
6009131,989,989,2,0,0,198,12
6009340,1198,1198,2,0,0,198,94
6011883,3741,692,2,0,1,198,13
6012180,4038,989,2,0,1,198,5
6012389,4247,1198,2,0,1,198,40
6014932,6790,692,2,0,2,198,34
6015229,7087,989,2,0,2,198,2
6015438,7296,1198,2,0,2,198,114
6017981,9839,692,2,0,3,198,5
6018278,10136,989,2,0,3,198,9
6018487,10345,1198,2,0,3,198,15
6021030,12888,692,2,0,4,198,14
6021327,13185,989,2,0,4,198,17
6021536,13394,1198,2,0,4,198,117
6024079,15937,692,2,0,5,198,47
6024376,16234,989,2,0,5,198,47
6024585,16443,1198,2,0,5,198,171
6027128,18986,692,2,0,6,198,33
6027425,19283,989,2,0,6,198,48
6027634,19492,1198,2,0,6,198,166
6030177,22035,692,2,0,7,198,13
6030474,22332,989,2,0,7,198,9
6030683,22541,1198,2,0,7,198,15
6033226,25084,692,2,0,8,198,9
6033523,25381,989,2,0,8,198,2
6033732,25590,1198,2,0,8,198,13
6036275,28133,692,2,0,9,198,30
6036572,28430,989,2,0,9,198,21
6036781,28639,1198,2,0,9,198,75
6039324,692,692,2,0,0,199,25
6039621,989,989,2,0,0,199,16
6039830,1198,1198,2,0,0,199,55
6042373,3741,692,2,0,1,199,13
6042670,4038,989,2,0,1,199,6
6042879,4247,1198,2,0,1,199,23
6045422,6790,692,2,0,2,199,32
6045719,7087,989,2,0,2,199,21
6045928,7296,1198,2,0,2,199,89
6048471,9839,692,2,0,3,199,8
6048768,10136,989,2,0,3,199,5
6048977,10345,1198,2,0,3,199,22
6051520,12888,692,2,0,4,199,21
6051817,13185,989,2,0,4,199,16
6052026,13394,1198,2,0,4,199,109
6054569,15937,692,2,0,5,199,31
